Date,Adj Close_BTC-USD,Close_BTC-USD,High_BTC-USD,Low_BTC-USD,Open_BTC-USD,Volume_BTC-USD,SMA20,SMA50,RSI14,Signal,Return
2021-04-27,55033.1171875,55033.1171875,55416.96484375,53319.1875,54030.3046875,49448222757.0,57096.4935546875,57132.146796875,48.020687602589064,SELL,-0.27362111081126006
2021-08-01,39974.89453125,39974.89453125,42541.6796875,39540.94140625,41460.84375,26688438115.0,36197.87919921875,36052.8857421875,58.10593948069221,BUY,0.12308232911418138
2021-09-23,44895.09765625,44895.09765625,44942.17578125,43109.33984375,43560.296875,34244064430.0,46630.1302734375,46814.1021875,46.870763977867675,SELL,0.049736081812245425
2022-03-28,47128.00390625,47128.00390625,48086.8359375,46690.203125,46821.8515625,36362175703.0,42041.1638671875,41756.855625,63.65994304089472,BUY,-0.1560468335531331
2022-04-28,39773.828125,39773.828125,40269.46484375,38941.421875,39241.4296875,33903704907.0,42107.93203125,42147.44828125,42.88908445199147,SELL,-0.39765593541607336
2022-08-11,23957.529296875,23957.529296875,24822.62890625,23900.99609375,23948.345703125,37127036580.0,22971.66376953125,22862.218515625,57.01391834595737,BUY,-0.16645112954198327
2022-09-02,19969.771484375,19969.771484375,20401.568359375,19814.765625,20126.072265625,29123998928.0,21799.175390625,21834.78765625,36.08510154257154,SELL,0.026339908472991835
2022-10-31,20495.7734375,20495.7734375,20795.3203125,20287.458984375,20633.6953125,45668466815.0,19850.9658203125,19844.03703125,56.165559267111064,BUY,-0.1891889676949402
2022-11-14,16618.19921875,16618.19921875,17109.32421875,15872.94140625,16352.0283203125,49630243054.0,19361.466943359374,19413.73857421875,35.31022775781693,SELL,
